 ,0 minute,1 minute,2 minute,3 minute,4 minute,5 minute,6 minute,7 minute,8 minute,9 minute,10 minute,11 minute,12 minute,13 minute,14 minute,15 minute,16 minute,17 minute,18 minute,19 minute,20 minute,21 minute,22 minute,23 minute,24 minute,25 minute,26 minute,27 minute,28 minute,29 minute,30 minute,31 minute,32 minute,33 minute,34 minute,35 minute,36 minute,37 minute,38 minute,39 minute,40 minute,41 minute,42 minute,43 minute,44 minute,45 minute,46 minute,47 minute,48 minute,49 minute,50 minute,51 minute,52 minute,53 minute,54 minute,55 minute,56 minute,57 minute,58 minute,59 minute,60 minute
 PXYLO,nan,4.586269144245273e-06,4.591301093047179e-06,4.591461890024676e-06,4.591494037306138e-06,4.591564538538369e-06,4.591639820911309e-06,4.591638209604183e-06,4.591695469699341e-06,4.591756832688866e-06,4.591817861769926e-06,4.5918778579045885e-06,4.591937951841069e-06,4.591996689433445e-06,4.592054453158618e-06,4.592111285089831e-06,4.592167379934156e-06,4.592225471041416e-06,4.592280752006898e-06,4.592335241122119e-06,4.59238914153649e-06,4.592442372203172e-06,4.592493111088158e-06,4.5925450697134774e-06,4.5925967570137565e-06,4.592648082833281e-06,4.592699139201339e-06,4.592750335351963e-06,4.592800942436109e-06,4.592851274277307e-06,4.592901358386313e-06,4.592951204686376e-06,4.5930013922169995e-06,4.593051066051559e-06,4.593100526506952e-06,4.593149788639907e-06,4.593199071450166e-06,4.593254686010212e-06,4.593305526466222e-06,4.593355927820497e-06,4.593406185895127e-06,4.5934562929641755e-06,4.5935098248341125e-06,4.59356079312698e-06,4.593611461885248e-06,4.59366198283922e-06,4.593712225131193e-06,4.593762803822647e-06,4.593813689959289e-06,4.593864586832913e-06,4.593915399827086e-06,4.593965903260289e-06,4.594014119467017e-06,4.594064207900891e-06,4.594114314831178e-06,4.5941642620544246e-06,4.594214077600912e-06,4.594266114833527e-06,4.59431633964937e-06,4.59436628396305e-06,4.5944160372392445e-06
 PXYLAL,nan,6.723819521436134e-05,6.733124337511627e-05,6.733869479443914e-05,6.734128737601802e-05,6.734347462321849e-05,6.734517876326312e-05,6.734581711361921e-05,6.734702731259025e-05,6.73482128523281e-05,6.734933500383402e-05,6.735036695167756e-05,6.735140486603212e-05,6.73524007461806e-05,6.735336308467817e-05,6.735429632049437e-05,6.735512261269113e-05,6.735605882659656e-05,6.735694628770959e-05,6.73578138935658e-05,6.735866579875063e-05,6.735955764658554e-05,6.736034822478574e-05,6.73611517886128e-05,6.736194800024324e-05,6.736273600834885e-05,6.736351015502399e-05,6.736429209309747e-05,6.736506310291584e-05,6.736582818466324e-05,6.736658794060232e-05,6.736733424577344e-05,6.736809231915399e-05,6.736884232390089e-05,6.7369588070947e-05,6.737032982328115e-05,6.73709700721539e-05,6.737180200408412e-05,6.737256914753365e-05,6.737332926455127e-05,6.737408619871002e-05,6.737477227553699e-05,6.737557389881284e-05,6.737634175122621e-05,6.737710462857146e-05,6.737786434741213e-05,6.737861663593074e-05,6.73793732043721e-05,6.738013554159327e-05,6.738089751887879e-05,6.738165757999184e-05,6.738246066454e-05,6.738317987400806e-05,6.7383925259556e-05,6.738467041229664e-05,6.738541283573762e-05,6.738613378823637e-05,6.73869042090497e-05,6.738765018279203e-05,6.73883920696415e-05,6.738913088304223e-05
 PXYLOH,nan,0.000472634888447147,0.00048429853164635224,0.00048469843157086123,0.0004847927089729944,0.00048484558118612594,0.0004848769526599144,0.00048489835850703503,0.0004849184149885165,0.00048493619949298614,0.00048495190275799863,0.0004849641856254908,0.0004849746733684137,0.0004849872096595846,0.0004849988649178773,0.00048500975982371686,0.0004850151638219824,0.00048502379195214894,0.0004850337367202921,0.00048504320897136896,0.0004850522617145913,0.0004850643402606033,0.00048507278819228143,0.00048508055853558436,0.0004850881216391609,0.0004850954982974423,0.0004851022751116156,0.0004851095477923364,0.0004851165006077415,0.00048512332530813396,0.00048513003535010307,0.00048513607236060015,0.0004851423385946002,0.0004851488244762825,0.00048515522801172227,0.0004851615496059638,0.00048516101386243774,0.00048516577083682316,0.0004851725155487096,0.0004851791950243242,0.00048518578606330674,0.0004851873526954777,0.00048519270745984576,0.00048519949772411774,0.000485206219135425,0.000485212845946857,0.0004852190443650827,0.00048522484840082694,0.0004852313328101084,0.00048523777411545936,0.0004852441482635109,0.0004852541050620074,0.0004852600031329083,0.0004852659783787091,0.0004852719147436835,0.00048527780131981573,0.00048528193402338343,0.00048528756400274315,0.00048529344544814753,0.0004852992869949209,0.0004853050802501139
 PXYBPEROOH,nan,0.07529819187404373,0.10753325832680571,0.12190697193448202,0.12871789556646876,0.13234141349536976,0.13457315666961173,0.13604781924701703,0.13714306718916405,0.13800892196114156,0.13872436398696042,0.13914197860663505,0.13962565584650274,0.14009625282350344,0.14053124595632924,0.1409286968961281,0.1409195530522575,0.14117126052898077,0.14147055784125376,0.1417694486563065,0.1420543919111596,0.14256448492665513,0.14286707052254494,0.14310783144175446,0.14331790400057096,0.1435085251572467,0.14365801165979483,0.14381779172436196,0.14397129343792975,0.1441174168892086,0.14425627164642996,0.14433980332912205,0.1444511083488314,0.14456689542284104,0.1446808746591055,0.14479111282935578,0.14435039893023374,0.14430021674012616,0.14435854629206576,0.14445386163203497,0.1445615016340991,0.14428393611877827,0.14428576597731793,0.14436559995607745,0.14447095928741938,0.1445835360394396,0.1446559070127431,0.14474757604345173,0.14484757617617114,0.14494775471981328,0.14504516055244634,0.14538805794871032,0.14553720904657855,0.14563827006679333,0.1457189531616099,0.145789002776446,0.1457235031117551,0.14574329699499253,0.1457861214867135,0.1458362950367503,0.14588815606991815
 PXYBIPENO3,nan,0.019852988602553134,0.022352590267562394,0.02314013292855521,0.023473421160428148,0.023655979785441806,0.02377714994194898,0.023856306506811795,0.023915260153023414,0.023960852813937686,0.023997211898902436,0.02402161409400596,0.024046887023773875,0.02406859762524146,0.02408725129447573,0.02410345585493683,0.024104245522086152,0.024117980455378413,0.02413053771189447,0.02414177719910773,0.024151889532234103,0.0241700318281801,0.024177778004147457,0.024184708586128433,0.024191102293599807,0.024197031721092936,0.024201395148808702,0.024206616766197838,0.024211509292489095,0.024216100179220934,0.024220419391533292,0.02422302884583863,0.024226908465072743,0.02423063495082662,0.02423417277224296,0.024237534397646893,0.024223553494819538,0.024227028860922612,0.02423084599458882,0.024234502773459548,0.024237977021278966,0.02422968527482615,0.02423311340755212,0.02423674407024095,0.024240221871862228,0.02424353154417959,0.024245994471300557,0.024248937929323953,0.02425184052106119,0.02425462955018009,0.024257303764171484,0.024267812548018707,0.024270024515818507,0.024272022726967362,0.024273950293245465,0.024275817442644412,0.024274037479301593,0.02427582429012228,0.024277672958163524,0.024279478897598787,0.024281233929128156
 PXYBIPERO,nan,6.786410321156972e-05,6.79474427812641e-05,6.795030014167793e-05,6.79501952705209e-05,6.795138393603551e-05,6.79549495657244e-05,6.795234470199412e-05,6.79532208532495e-05,6.795415360400581e-05,6.795507957902872e-05,6.79559517773247e-05,6.795689137810937e-05,6.795778177311426e-05,6.79586544665245e-05,6.795951230429044e-05,6.796030799092894e-05,6.796121358252258e-05,6.796204868973392e-05,6.796286916109886e-05,6.796368007273714e-05,6.796450906548695e-05,6.796525688073781e-05,6.796603575865058e-05,6.796681118717084e-05,6.796758093184056e-05,6.79683464943013e-05,6.796911086055843e-05,6.796986864274223e-05,6.797062225929903e-05,6.79713719767554e-05,6.797210311897544e-05,6.797286465820368e-05,6.797360849985544e-05,6.797434808735099e-05,6.797508442232244e-05,6.797568618412769e-05,6.797660967292104e-05,6.797737917860231e-05,6.79781334613191e-05,6.797888456022988e-05,6.797953705205983e-05,6.798040895085789e-05,6.798117864910218e-05,6.798193653019894e-05,6.798269127186434e-05,6.798340586191081e-05,6.798419208873074e-05,6.798495572634761e-05,6.798571611200553e-05,6.798647478775236e-05,6.79872535727812e-05,6.798795996661683e-05,6.798870570277298e-05,6.798945321580081e-05,6.799019859735947e-05,6.799088788478747e-05,6.799170426366324e-05,6.79924601557948e-05,6.799320691237337e-05,6.799395014685957e-05
 PXYBPER2OH,nan,0.004413548262207396,0.005982316873288721,0.006049144145747604,0.00606544293625002,0.006073402325418767,0.006078257006189396,0.006081285604497392,0.006083779287416157,0.006085811467180231,0.0060874901638672246,0.006088593560108304,0.006089384061561984,0.006090556553126003,0.006091593261871635,0.006092514311360871,0.006092484274743009,0.006092990203399221,0.006093775356001981,0.006094491814627593,0.006095145370014611,0.006096346651559637,0.006096948502569639,0.006097411042798614,0.006097842334671365,0.006098247476803327,0.006098551771486149,0.006098941672326721,0.006099285636784921,0.006099612052320383,0.006099922775785779,0.006100117064575334,0.0061003483223715455,0.006100627424789195,0.006100895781675636,0.006101153228264809,0.006100173208577834,0.006100046767148186,0.006100355197651387,0.006100659098769028,0.006100949629248268,0.006100334638980949,0.00610035157779513,0.006100667441480462,0.006100975592682306,0.006101269192373197,0.006101490303824738,0.006101636859576996,0.006101898657545914,0.0061021522468269855,0.006102395189108238,0.006103293266132117,0.00610349466832763,0.0061036777781292,0.0061038537686214115,0.006104023731603034,0.006103875228902765,0.00610396513018877,0.006104130411714455,0.006104293158486747,0.006104450581376372
 PXYMUCCO3,nan,2.3939731422161175e-06,2.396617732461824e-06,2.3967078354630653e-06,2.396728003083619e-06,2.396766230367322e-06,2.3968039139400628e-06,2.3968066259444484e-06,2.396837030647204e-06,2.3968694604146413e-06,2.39690163255972e-06,2.396933183058743e-06,2.3969647384364493e-06,2.3969955794922988e-06,2.3970258861581777e-06,2.3970556840618707e-06,2.397084983886712e-06,2.3971153896259465e-06,2.397144344400935e-06,2.3971728758360855e-06,2.3972010898189637e-06,2.3972290152052047e-06,2.3972555707268312e-06,2.397282742544019e-06,2.397309767057266e-06,2.3973365987617608e-06,2.39736327274759e-06,2.3973900340528347e-06,2.397416482081409e-06,2.3974427836227644e-06,2.3974689534432213e-06,2.397494996831639e-06,2.397521204786529e-06,2.3975471544786643e-06,2.397572992129167e-06,2.3975987248374227e-06,2.3976244245516135e-06,2.397653367620072e-06,2.3976799186676573e-06,2.3977062489219625e-06,2.39773250358342e-06,2.397758658072134e-06,2.3977865355465354e-06,2.3978131533895834e-06,2.3978396219537373e-06,2.397866012540861e-06,2.3978922904267125e-06,2.3979186688713647e-06,2.3979452409772314e-06,2.397971821554305e-06,2.3979983575126794e-06,2.3980247887184905e-06,2.398049980033068e-06,2.3980761324967444e-06,2.3981022918570956e-06,2.3981283667206617e-06,2.3981544029883377e-06,2.3981815147916745e-06,2.3982077254219365e-06,2.398233795626524e-06,2.3982597662771923e-06
 PXYMUCO2,nan,0.004948231606465254,0.005100260451404016,0.005125614317060022,0.005130509509635434,0.005138113446170577,0.005147681034062318,0.0051446637991210895,0.005147432809971521,0.00514965938725879,0.005151489021542242,0.005152430370487946,0.005154005827645052,0.005155181944144358,0.005156189764548189,0.005157075927055138,0.005156704199300931,0.005157739110193884,0.005158474996913125,0.005159122809704102,0.005159709513844146,0.005161003086492419,0.005161326069374146,0.0051617230521502876,0.005162100448844787,0.005162454417904204,0.005162718175374269,0.0051630150603649855,0.005163312448880595,0.005163595110429361,0.005163863289793656,0.005163904114791014,0.005164235991097372,0.005164479436276507,0.0051647046670790665,0.005164918698455965,0.0051628903939846225,0.005163882892021137,0.005164224529921309,0.005164484835336033,0.005164723925868898,0.0051633796577451405,0.005164206352219609,0.0051645310069696766,0.005164784525018976,0.00516501710913231,0.005164902687733117,0.005165347011729955,0.005165576942880823,0.005165770750092102,0.005165951355740484,0.005166891995794867,0.0051669140112445295,0.00516702000857354,0.005167131964084506,0.00516723980045744,0.0051666547890059315,0.0051670681780041595,0.00516722089153507,0.005167328758263982,0.00516742401181045
 C6M5CO2O2,nan,7.473074554689103e-06,7.4813625148397224e-06,7.481660621006139e-06,7.481734642914023e-06,7.481859947918639e-06,7.482025410220907e-06,7.481996263745579e-06,7.4820941713370954e-06,7.482197798236791e-06,7.4823001551111055e-06,7.4823999609633225e-06,7.482499704939807e-06,7.482597109716217e-06,7.482692677951131e-06,7.482786517834453e-06,7.482877843297004e-06,7.482973379648139e-06,7.483064399979359e-06,7.483154025606451e-06,7.48324259309646e-06,7.483330828879644e-06,7.483414101546375e-06,7.48349921509268e-06,7.48358383709407e-06,7.483667832295722e-06,7.483751216025134e-06,7.483834965764463e-06,7.483917710374719e-06,7.483999980188864e-06,7.4840818235116366e-06,7.484163169497543e-06,7.484245077718872e-06,7.484326201262237e-06,7.484406966208915e-06,7.4844873929092645e-06,7.484566457582523e-06,7.484656690179569e-06,7.484739716335861e-06,7.484822061407022e-06,7.4849041556665066e-06,7.484985048864163e-06,7.485072029853783e-06,7.485155268011502e-06,7.485238042271553e-06,7.485320556632662e-06,7.485402731243988e-06,7.485485083668596e-06,7.485568111728977e-06,7.48565116184185e-06,7.485734060207359e-06,7.485817380481252e-06,7.4858960485309175e-06,7.4859776731934875e-06,7.486059306641971e-06,7.486140667552687e-06,7.486221647244795e-06,7.486306134045963e-06,7.486387895567495e-06,7.486469221934806e-06,7.4865502283981105e-06
 NPXYOLO2,nan,0.002727201383459235,0.0027355881125602187,0.0027352452507762547,0.0027356781665428117,0.0027364634319263924,0.002737490609664573,0.00273839995100375,0.0027391026827907265,0.0027396974703761522,0.002740196233791509,0.002740535269933463,0.002740904982449239,0.002741224204244565,0.002741501553131833,0.0027417452747397707,0.0027417673989727507,0.0027419840982357956,0.0027421784574431693,0.0027423537144428945,0.0027425129856716722,0.002742787469276599,0.0027429093547497803,0.00274302324197504,0.0027431298111233204,0.002743229798186736,0.0027433082916699303,0.002743398213798334,0.0027434830468415,0.002743563451307282,0.0027436397998552905,0.0027436897878267727,0.0027437606105456458,0.0027438281005877506,0.0027438924119711403,0.0027439537337630594,0.002743753440448807,0.0027438273172963575,0.0027438971466942044,0.0027439626142626156,0.002744024370041201,0.0027439066886547,0.002743973893842218,0.0027440380717571483,0.0027440982280918496,0.002744154796557795,0.002744193976640404,0.0027442448590319583,0.0027442939957193478,0.0027443402281935874,0.002744383611574748,0.0027445405626947694,0.0027445715498643558,0.0027446012865518423,0.0027446288953409843,0.0027446542455808335,0.0027446207893171795,0.0027446447080282,0.002744666037866767,0.0027446843781751707,0.002744699680620621
 PXY1O,nan,4.308366562932588e-06,4.313113142236194e-06,4.313276996170602e-06,4.313315983160656e-06,4.31338581134065e-06,4.313449850034922e-06,4.313460343653554e-06,4.313515533294195e-06,4.313574265526706e-06,4.313632457779939e-06,4.313689492317317e-06,4.313746429119516e-06,4.313802095831172e-06,4.313856778247337e-06,4.313910524509771e-06,4.313963336889282e-06,4.3140181069052825e-06,4.314070300293957e-06,4.314121724694208e-06,4.314172569154375e-06,4.314222906070222e-06,4.314270770892076e-06,4.314319718099363e-06,4.3143683944170045e-06,4.3144167200611255e-06,4.314464751438406e-06,4.3145129489249734e-06,4.314560576319186e-06,4.314607937375745e-06,4.314655059200317e-06,4.314701963866359e-06,4.314749134558213e-06,4.314795854050963e-06,4.314842371691589e-06,4.3148886991695325e-06,4.314935051429659e-06,4.314987017733501e-06,4.315034805046151e-06,4.315082206131621e-06,4.31512947086809e-06,4.315176616750474e-06,4.315226693403985e-06,4.3152745993912325e-06,4.315322245929038e-06,4.315369751754285e-06,4.315417104055747e-06,4.315464538598037e-06,4.315512361571022e-06,4.3155602033303085e-06,4.3156079639949546e-06,4.31565556048686e-06,4.315700916038266e-06,4.315747982870432e-06,4.315795058560601e-06,4.315841980576098e-06,4.315888880492279e-06,4.315937608545052e-06,4.315984762806922e-06,4.316031669824511e-06,4.316078396884547e-06
 PXYOLO2,nan,0.0008101186770706852,0.0008125769973308112,0.0008129148485533642,0.0008130064002748643,0.000813147457267143,0.0008134932068331684,0.0008133231508399712,0.0008133945126586797,0.0008134549936242271,0.0008135065542859558,0.000813540496543721,0.0008135839799005789,0.0008136199276732107,0.0008136519898717601,0.0008136810907366815,0.0008136866755483846,0.0008137169427872133,0.0008137418642096561,0.0008137648308268929,0.0008137863448548112,0.0008138200708235353,0.0008138363855172063,0.0008138536264663056,0.0008138702968790276,0.0008138863473961411,0.0008139005774023537,0.0008139154282720009,0.0008139300148656579,0.0008139441930948467,0.0008139579820813881,0.000813968085068718,0.0008139824956412654,0.000813995517871439,0.0008140081385310047,0.0008140204618528902,0.0008139983979244182,0.0008140218968350777,0.0008140360484691669,0.0008140489418552133,0.0008140614222391445,0.0008140502672378982,0.0008140706054404133,0.000814084120741781,0.0008140965768467709,0.0008141086382204125,0.0008141160345528614,0.0008141304734488915,0.0008141422755722437,0.0008141535311003425,0.0008141645003099589,0.0008141867707767537,0.0008141951667307071,0.0008142047102311298,0.0008142142041507567,0.0008142234998291291,0.0008142237274526555,0.0008142364070000939,0.0008142458775922941,0.0008142546600894943,0.0008142631022561503
